OBS,YEAR,MONTH,U.S._STATE,CLIMATE.REGION,ANOMALY.LEVEL,CLIMATE.CATEGORY,CAUSE.CATEGORY,CAUSE.CATEGORY.DETAIL,HURRICANE.NAMES,OUTAGE.DURATION,CUSTOMERS.AFFECTED,POPULATION,OUTAGE.START,OUTAGE.RESTORATION,anomaly_bin
1188,2004,8.0,California,West,0.6,warm,equipment failure,substation,,64.0,182000.0,35574576,2004-08-04 12:46:00,2004-08-04 13:50:00,0.5 to 1.0
1189,2005,11.0,California,West,-0.5,cold,severe weather,wildfire,,13.0,,35827943,2005-11-03 18:47:00,2005-11-03 19:00:00,-1.0 to -0.5
1190,2012,6.0,California,West,-0.1,normal,intentional attack,vandalism,,245.0,,38056055,2012-06-02 07:30:00,2012-06-02 11:35:00,-0.5 to 0
1191,2009,12.0,California,West,1.3,warm,equipment failure,,,1080.0,,36961229,2009-12-07 22:00:00,2009-12-08 16:00:00,>1.0
1192,2001,3.0,California,West,-0.4,normal,system operability disruption,,,,430984.0,34479458,2001-03-19 11:50:00,,-0.5 to 0
1193,2009,10.0,California,West,0.9,warm,severe weather,wind/rain,,390.0,859554.0,36961229,2009-10-13 16:00:00,2009-10-13 22:30:00,0.5 to 1.0
1194,2010,7.0,California,West,-0.9,cold,severe weather,wildfire,,47.0,,37334079,2010-07-29 18:39:00,2010-07-29 19:26:00,-1.0 to -0.5
1195,2008,7.0,California,West,-0.4,normal,equipment failure,generator trip,,269.0,,36604337,2008-07-01 07:31:00,2008-07-01 12:00:00,-0.5 to 0
1196,2015,2.0,California,West,0.5,warm,severe weather,wind,,,65000.0,39144818,2015-02-06 20:58:00,,0 to 0.5
1197,2009,6.0,California,West,0.4,normal,islanding,,,400.0,70.0,36961229,2009-06-05 13:38:00,2009-06-05 20:18:00,0 to 0.5
1198,2010,8.0,California,West,-1.2,cold,fuel supply emergency,Hydro,,660.0,,37334079,2010-08-02 12:00:00,2010-08-02 23:00:00,<-1.0
1199,2011,3.0,California,West,-0.7,cold,system operability disruption,transmission interruption,,213.0,165000.0,37700034,2011-03-27 13:27:00,2011-03-27 17:00:00,-1.0 to -0.5
1200,2009,4.0,California,West,-0.1,normal,fuel supply emergency,,,,,36961229,2009-04-23 00:00:00,,-0.5 to 0
1201,2008,11.0,California,West,-0.6,cold,system operability disruption,,,761.0,140000.0,36604337,2008-11-07 11:13:00,2008-11-07 23:54:00,-1.0 to -0.5
1202,2005,12.0,California,West,-0.7,cold,severe weather,storm,,8100.0,1667316.0,35827943,2005-12-31 06:00:00,2006-01-05 21:00:00,-1.0 to -0.5
1203,2006,7.0,California,West,0.1,normal,severe weather,heatwave,,180.0,,36021202,2006-07-24 14:33:00,2006-07-24 17:33:00,0 to 0.5
1204,2009,4.0,California,West,-0.1,normal,system operability disruption,HVSubstation interruption,,124.0,280000.0,36961229,2009-04-23 17:54:00,2009-04-23 19:58:00,-0.5 to 0
1205,2012,7.0,California,West,0.1,normal,fuel supply emergency,Hydro,,4320.0,0.0,38056055,2012-07-07 04:00:00,2012-07-10 04:00:00,0 to 0.5
1206,2002,12.0,California,West,1.1,warm,severe weather,winter storm,,2820.0,385000.0,34871843,2002-12-19 06:00:00,2002-12-21 05:00:00,>1.0
1207,2012,12.0,California,West,-0.2,normal,intentional attack,,,3100.0,125000.0,38056055,2012-12-02 05:20:00,2012-12-04 09:00:00,-0.5 to 0
1208,2016,3.0,California,West,1.6,warm,fuel supply emergency,,,49427.0,0.0,39296476,2016-03-03 11:00:00,2016-04-06 19:47:00,>1.0
1209,2015,10.0,California,West,2.0,warm,severe weather,,,989.0,55677.0,39144818,2015-10-18 07:00:00,2015-10-18 23:29:00,>1.0
1210,2003,7.0,California,West,0.1,normal,equipment failure,generator trip,,125.0,1.0,35253159,2003-07-02 13:54:00,2003-07-02 15:59:00,0 to 0.5
1211,2015,7.0,California,West,1.2,warm,islanding,,,44.0,484.0,39144818,2015-07-27 03:52:00,2015-07-27 04:36:00,>1.0
1212,2012,8.0,California,West,0.3,normal,islanding,,,26.0,127.0,38056055,2012-08-04 03:55:00,2012-08-04 04:21:00,0 to 0.5
1213,2005,7.0,California,West,0.0,normal,system operability disruption,,,245.0,133900.0,35827943,2005-07-22 13:55:00,2005-07-22 18:00:00,-0.5 to 0
1214,2000,6.0,California,West,-0.7,cold,system operability disruption,,,,32000.0,33987977,2000-06-14 13:13:00,,-1.0 to -0.5
1215,2015,3.0,California,West,0.6,warm,islanding,,,98.0,,39144818,2015-03-26 15:21:00,2015-03-26 16:59:00,0.5 to 1.0
1216,2014,5.0,California,West,-0.1,normal,intentional attack,,,1.0,,38792291,2014-05-08 08:39:00,2014-05-08 08:40:00,-0.5 to 0
1217,2011,6.0,California,West,-0.3,normal,intentional attack,vandalism,,,0.0,37700034,2011-06-09 14:15:00,2011-06-09 14:15:00,-0.5 to 0
1218,2010,11.0,California,West,-1.4,cold,islanding,,,135.0,4.0,37334079,2010-11-06 15:53:00,2010-11-06 18:08:00,<-1.0
1219,2010,6.0,California,West,-0.4,normal,islanding,,,50.0,2650.0,37334079,2010-06-06 04:45:00,2010-06-06 05:35:00,-0.5 to 0
1220,2010,9.0,California,West,-1.4,cold,system operability disruption,,,1008.0,,37334079,2010-09-22 06:12:00,2010-09-22 23:00:00,<-1.0
1221,2011,6.0,California,West,-0.3,normal,islanding,,,53.0,5314.0,37700034,2011-06-05 20:02:00,2011-06-05 20:55:00,-0.5 to 0
1222,2001,3.0,California,West,-0.4,normal,public appeal,,,554.0,,34479458,2001-03-19 11:46:00,2001-03-19 21:00:00,-0.5 to 0
1223,2011,2.0,California,West,-1.0,cold,fuel supply emergency, Natural Gas,,1260.0,,37700034,2011-02-03 15:00:00,2011-02-04 12:00:00,<-1.0
1224,2010,10.0,California,West,-1.5,cold,severe weather,wind/rain,,2895.0,73514.0,37334079,2010-10-05 05:45:00,2010-10-07 06:00:00,<-1.0
1225,2009,8.0,California,West,0.5,warm,public appeal,,,89.0,,36961229,2009-08-31 10:31:00,2009-08-31 12:00:00,0 to 0.5
1226,2015,6.0,California,West,1.0,warm,intentional attack,vandalism,,98.0,0.0,39144818,2015-06-20 13:52:00,2015-06-20 15:30:00,0.5 to 1.0
1227,2008,9.0,California,West,-0.3,normal,fuel supply emergency,,,865.0,,36604337,2008-09-08 22:03:00,2008-09-09 12:28:00,-0.5 to 0
1228,2011,6.0,California,West,-0.3,normal,intentional attack,vandalism,,128.0,420.0,37700034,2011-06-04 01:17:00,2011-06-04 03:25:00,-0.5 to 0
1229,2007,5.0,California,West,-0.2,normal,equipment failure,generator trip,,230.0,,36250311,2007-05-10 09:57:00,2007-05-10 13:47:00,-0.5 to 0
1230,2008,7.0,California,West,-0.4,normal,severe weather,wildfire,,252.0,200000.0,36604337,2008-07-02 19:16:00,2008-07-02 23:28:00,-0.5 to 0
1231,2011,3.0,California,West,-0.7,cold,severe weather,storm,,130.0,54332.0,37700034,2011-03-21 12:35:00,2011-03-21 14:45:00,-1.0 to -0.5
1232,2010,12.0,California,West,-1.4,cold,islanding,,,5.0,6635.0,37334079,2010-12-14 07:20:00,2010-12-14 07:25:00,<-1.0
1233,2015,7.0,California,West,1.2,warm,islanding,,,157.0,70.0,39144818,2015-07-18 18:26:00,2015-07-18 21:03:00,>1.0
1234,2011,3.0,California,West,-0.7,cold,severe weather,storm,,6914.0,128000.0,37700034,2011-03-19 23:56:00,2011-03-24 19:10:00,-1.0 to -0.5
1235,2010,10.0,California,West,-1.5,cold,islanding,,,11.0,2674.0,37334079,2010-10-27 17:16:00,2010-10-27 17:27:00,<-1.0
1236,2012,12.0,California,West,-0.2,normal,system operability disruption,,,13.0,,38056055,2012-12-06 21:18:00,2012-12-06 21:31:00,-0.5 to 0
1237,2012,6.0,California,West,-0.1,normal,fuel supply emergency,Hydro,,2880.0,,38056055,2012-06-19 05:30:00,2012-06-21 05:30:00,-0.5 to 0
1238,2004,5.0,California,West,0.2,normal,severe weather,heatwave,,270.0,940.0,35574576,2004-05-03 14:30:00,2004-05-03 19:00:00,0 to 0.5
1239,2007,10.0,California,West,-1.1,cold,severe weather,wildfire,,962.0,20345.0,36250311,2007-10-26 06:44:00,2007-10-26 22:46:00,<-1.0
1240,2010,7.0,California,West,-0.9,cold,severe weather,wildfire,,47.0,,37334079,2010-07-29 18:39:00,2010-07-29 19:26:00,-1.0 to -0.5
1241,2016,2.0,California,West,2.0,warm,fuel supply emergency,,,,0.0,39296476,2016-02-26 00:01:00,,>1.0
1242,2012,10.0,California,West,0.3,normal,intentional attack,,,20.0,,38056055,2012-10-05 17:30:00,2012-10-05 17:50:00,0 to 0.5
1243,2001,5.0,California,West,-0.2,normal,system operability disruption,,,108.0,70848.0,34479458,2001-05-08 15:12:00,2001-05-08 17:00:00,-0.5 to 0
1244,2011,12.0,California,West,-0.9,cold,severe weather,,,9855.0,91690.0,37700034,2011-12-01 00:45:00,2011-12-07 21:00:00,-1.0 to -0.5
1245,2001,5.0,California,West,-0.2,normal,public appeal,,,75.0,,34479458,2001-05-07 16:45:00,2001-05-07 18:00:00,-0.5 to 0
1246,2007,10.0,California,West,-1.1,cold,severe weather,wildfire,,17.0,300000.0,36250311,2007-10-22 14:05:00,2007-10-22 14:22:00,<-1.0
1247,2007,10.0,California,West,-1.1,cold,severe weather,wildfire,,21.0,90323.0,36250311,2007-10-22 14:01:00,2007-10-22 14:22:00,<-1.0
1248,2004,1.0,California,West,0.3,normal,severe weather,winter storm,,1950.0,263000.0,35574576,2004-01-01 07:30:00,2004-01-02 16:00:00,0 to 0.5
1249,2008,12.0,California,West,-0.7,cold,public appeal,,,11867.0,,36604337,2008-12-13 15:30:00,2008-12-21 21:17:00,-1.0 to -0.5
1250,2001,3.0,California,West,-0.4,normal,system operability disruption,,,141.0,25000.0,34479458,2001-03-20 11:50:00,2001-03-20 14:11:00,-0.5 to 0
1251,2007,10.0,California,West,-1.1,cold,system operability disruption,,,959.0,104000.0,36250311,2007-10-26 06:44:00,2007-10-26 22:43:00,<-1.0
1252,2008,12.0,California,West,-0.7,cold,islanding,,,1035.0,638.0,36604337,2008-12-19 01:02:00,2008-12-19 18:17:00,-1.0 to -0.5
1253,2014,5.0,California,West,-0.1,normal,severe weather,wildfire,,617.0,1400000.0,38792291,2014-05-16 10:43:00,2014-05-16 21:00:00,-0.5 to 0
1254,2007,4.0,California,West,-0.1,normal,severe weather,heavy wind,,1230.0,158977.0,36250311,2007-04-12 00:32:00,2007-04-12 21:02:00,-0.5 to 0
1255,2004,2.0,California,West,0.3,normal,severe weather,thunderstorm,,572.0,,35574576,2004-02-17 14:25:00,2004-02-17 23:57:00,0 to 0.5
1256,2014,2.0,California,West,-0.5,cold,fuel supply emergency, Natural Gas,,324.0,,38792291,2014-02-06 14:15:00,2014-02-06 19:39:00,-1.0 to -0.5
1257,2001,1.0,California,West,-0.7,cold,system operability disruption,,,1835.0,,34479458,2001-01-20 08:15:00,2001-01-21 14:50:00,-1.0 to -0.5
1258,2002,12.0,California,West,1.1,warm,severe weather,winter storm,,6780.0,1500000.0,34871843,2002-12-14 11:00:00,2002-12-19 04:00:00,>1.0
1259,2009,6.0,California,West,0.4,normal,fuel supply emergency,,,900.0,,36961229,2009-06-16 23:00:00,2009-06-17 14:00:00,0 to 0.5
1260,2014,5.0,California,West,-0.1,normal,severe weather,wildfire,,,1400000.0,38792291,2014-05-15 10:43:00,,-0.5 to 0
1261,2007,10.0,California,West,-1.1,cold,severe weather,wildfire,,37.0,68780.0,36250311,2007-10-22 14:06:00,2007-10-22 14:43:00,<-1.0
1262,2015,12.0,California,West,2.3,warm,severe weather,,,72.0,9956.0,39144818,2015-12-10 06:01:00,2015-12-10 07:13:00,>1.0
1263,2015,5.0,California,West,0.8,warm,intentional attack,sabotage,,1.0,0.0,39144818,2015-05-11 08:32:00,2015-05-11 08:33:00,0.5 to 1.0
1264,2010,11.0,California,West,-1.4,cold,islanding,,,251.0,7077.0,37334079,2010-11-23 14:01:00,2010-11-23 18:12:00,<-1.0
1265,2013,7.0,California,West,-0.3,normal,equipment failure,,,620.0,123000.0,38414128,2013-07-18 23:45:00,2013-07-19 10:05:00,-0.5 to 0
1266,2009,3.0,California,West,-0.4,normal,system operability disruption,,,89.0,,36961229,2009-03-08 22:16:00,2009-03-08 23:45:00,-0.5 to 0
1267,2009,7.0,California,West,0.5,warm,equipment failure,generator trip,,909.0,1.0,36961229,2009-07-21 05:34:00,2009-07-21 20:43:00,0 to 0.5
1268,2015,4.0,California,West,0.7,warm,system operability disruption,,,236.0,80000.0,39144818,2015-04-06 08:12:00,2015-04-06 12:08:00,0.5 to 1.0
1269,2009,12.0,California,West,1.3,warm,system operability disruption,,,326.0,,36961229,2009-12-08 06:34:00,2009-12-08 12:00:00,>1.0
1270,2007,9.0,California,West,-0.9,cold,severe weather,heatwave,,300.0,,36250311,2007-09-03 12:30:00,2007-09-03 17:30:00,-1.0 to -0.5
1271,2008,11.0,California,West,-0.6,cold,severe weather,wildfire,,751.0,115500.0,36604337,2008-11-15 09:39:00,2008-11-15 22:10:00,-1.0 to -0.5
1272,2010,6.0,California,West,-0.4,normal,islanding,,,122.0,,37334079,2010-06-25 23:36:00,2010-06-26 01:38:00,-0.5 to 0
1273,2008,2.0,California,West,-1.3,cold,islanding,,,214.0,0.0,36604337,2008-02-09 11:59:00,2008-02-09 15:33:00,<-1.0
1274,2012,2.0,California,West,-0.5,cold,islanding,,,193.0,1.0,38056055,2012-02-28 02:59:00,2012-02-28 06:12:00,-1.0 to -0.5
1275,2005,4.0,California,West,0.5,warm,severe weather,thunderstorm,,8.0,,35827943,2005-04-22 15:51:00,2005-04-22 15:59:00,0 to 0.5
1276,2010,11.0,California,West,-1.4,cold,severe weather,winter storm,,5227.0,60000.0,37334079,2010-11-21 01:39:00,2010-11-24 16:46:00,<-1.0
1277,2012,9.0,California,West,0.3,normal,fuel supply emergency,Hydro,,,,38056055,2012-09-06 04:45:00,,0 to 0.5
1278,2004,7.0,California,West,0.5,warm,severe weather,wildfire,,1414.0,,35574576,2004-07-20 14:26:00,2004-07-21 14:00:00,0 to 0.5
1279,2013,10.0,California,West,-0.3,normal,intentional attack,,,448.0,,38414128,2013-10-19 14:32:00,2013-10-19 22:00:00,-0.5 to 0
1280,2008,7.0,California,West,-0.4,normal,severe weather,heatwave,,4605.0,0.0,36604337,2008-07-07 12:15:00,2008-07-10 17:00:00,-0.5 to 0
1281,2007,2.0,California,West,0.4,normal,severe weather,winter storm,,4080.0,671189.0,36250311,2007-02-28 00:45:00,2007-03-02 20:45:00,0 to 0.5
1282,2007,6.0,California,West,-0.3,normal,fuel supply emergency,,,,,36250311,2007-06-01 13:00:00,,-0.5 to 0
1283,2003,12.0,California,West,0.3,normal,equipment failure,cables,,1914.0,120000.0,35253159,2003-12-20 15:51:00,2003-12-21 23:45:00,0 to 0.5
1284,2008,11.0,California,West,-0.6,cold,system operability disruption,,,759.0,400000.0,36604337,2008-11-07 11:15:00,2008-11-07 23:54:00,-1.0 to -0.5
1285,2014,4.0,California,West,-0.2,normal,intentional attack,vandalism,,1.0,,38792291,2014-04-08 13:00:00,2014-04-08 13:01:00,-0.5 to 0
1286,2009,1.0,Arkansas,South,-0.7,cold,severe weather,winter storm,,10274.0,111818.0,2896843,2009-01-27 13:46:00,2009-02-03 17:00:00,-1.0 to -0.5
1287,2011,2.0,Arkansas,South,-1.0,cold,islanding,,,3.0,,2938538,2011-02-24 16:51:00,2011-02-24 16:54:00,<-1.0
1288,2009,1.0,Arkansas,South,-0.7,cold,severe weather,winter storm,,2700.0,215700.0,2896843,2009-01-27 21:00:00,2009-01-29 18:00:00,-1.0 to -0.5
1289,2012,3.0,Arkansas,South,-0.4,normal,equipment failure,,,105.0,,2949499,2012-03-02 13:45:00,2012-03-02 15:30:00,-0.5 to 0
1290,2013,10.0,Arkansas,South,-0.3,normal,intentional attack,,,240.0,,2957957,2013-10-11 14:30:00,2013-10-11 18:30:00,-0.5 to 0
1291,2012,9.0,Arkansas,South,0.3,normal,severe weather,thunderstorm,,210.0,64951.0,2949499,2012-09-07 21:30:00,2012-09-08 01:00:00,0 to 0.5
1292,2013,8.0,Arkansas,South,-0.3,normal,intentional attack,sabotage,,1.0,,2957957,2013-08-21 14:00:00,2013-08-21 14:01:00,-0.5 to 0
1293,2011,4.0,Arkansas,South,-0.5,cold,severe weather,,,1201.0,,2938538,2011-04-19 23:13:00,2011-04-20 19:14:00,-1.0 to -0.5
1294,2013,5.0,Arkansas,South,-0.2,normal,severe weather,lightning,,30.0,,2957957,2013-05-31 01:00:00,2013-05-31 01:30:00,-0.5 to 0
1295,2011,4.0,Arkansas,South,-0.5,cold,severe weather,,,2806.0,13000.0,2938538,2011-04-26 18:14:00,2011-04-28 17:00:00,-1.0 to -0.5
1296,2015,7.0,Arkansas,South,1.2,warm,severe weather,uncontrolled loss,,1226.0,,2978204,2015-07-14 15:29:00,2015-07-15 11:55:00,>1.0
1297,2012,6.0,Arkansas,South,-0.1,normal,public appeal,,,300.0,7935.0,2949499,2012-06-29 16:00:00,2012-06-29 21:00:00,-0.5 to 0
1298,2010,6.0,Arkansas,South,-0.4,normal,public appeal,,,206.0,25159.0,2922394,2010-06-22 15:34:00,2010-06-22 19:00:00,-0.5 to 0
1299,2011,8.0,Arkansas,South,-0.6,cold,public appeal,,,270.0,0.0,2938538,2011-08-03 16:30:00,2011-08-03 21:00:00,-1.0 to -0.5
1300,2011,6.0,Arkansas,South,-0.3,normal,public appeal,,,2880.0,13000.0,2938538,2011-06-06 15:00:00,2011-06-08 15:00:00,-0.5 to 0
1301,2012,2.0,Arkansas,South,-0.5,cold,intentional attack,vandalism,,513.0,,2949499,2012-02-17 03:00:00,2012-02-17 11:33:00,-1.0 to -0.5
1302,2002,12.0,Arkansas,South,1.1,warm,severe weather,winter storm,,8160.0,43000.0,2705927,2002-12-03 18:30:00,2002-12-09 10:30:00,>1.0
1303,2011,6.0,Arkansas,South,-0.3,normal,public appeal,,,3314.0,,2938538,2011-06-18 16:45:00,2011-06-20 23:59:00,-0.5 to 0
1304,2006,7.0,Arkansas,South,0.1,normal,public appeal,,,414.0,8000.0,2821761,2006-07-19 11:00:00,2006-07-19 17:54:00,0 to 0.5
1305,2005,8.0,Arkansas,South,-0.1,normal,severe weather,thunderstorm,,126.0,50797.0,2781097,2005-08-20 14:15:00,2005-08-20 16:21:00,-0.5 to 0
1306,2013,9.0,Arkansas,South,-0.2,normal,intentional attack,sabotage,,60.0,,2957957,2013-09-29 00:00:00,2013-09-29 01:00:00,-0.5 to 0
1307,2014,4.0,Arkansas,South,-0.2,normal,severe weather,wind,,285.0,57200.0,2966835,2014-04-04 03:30:00,2014-04-04 08:15:00,-0.5 to 0
1308,2013,10.0,Arkansas,South,-0.3,normal,intentional attack,,,110.0,9200.0,2957957,2013-10-06 07:25:00,2013-10-06 09:15:00,-0.5 to 0
1309,2012,7.0,Arkansas,South,0.1,normal,public appeal,,,62.0,,2949499,2012-07-16 11:27:00,2012-07-16 12:29:00,0 to 0.5
1310,2015,11.0,Arkansas,South,2.2,warm,intentional attack,sabotage,,2363.0,,2978204,2015-11-02 17:37:00,2015-11-04 09:00:00,>1.0
1311,2008,6.0,Virginia,Southeast,-0.5,cold,severe weather,thunderstorm,,424.0,115000.0,7833496,2008-06-16 16:15:00,2008-06-16 23:19:00,-1.0 to -0.5
1312,2011,7.0,Virginia,Southeast,-0.3,normal,severe weather,,,180.0,51580.0,8110783,2011-07-04 18:00:00,2011-07-04 21:00:00,-0.5 to 0
1313,2011,8.0,Virginia,Southeast,-0.6,cold,severe weather,earthquake,,,0.0,8110783,2011-08-23 13:51:00,2011-08-23 13:51:00,-1.0 to -0.5
1314,2013,12.0,Virginia,Southeast,-0.3,normal,severe weather,snow/ice ,,448.0,88000.0,8267875,2013-12-09 06:54:00,2013-12-09 14:22:00,-0.5 to 0
1315,2013,5.0,Virginia,Southeast,-0.2,normal,intentional attack,,,2.0,,8267875,2013-05-29 00:00:00,2013-05-29 00:02:00,-0.5 to 0
1316,2004,7.0,Virginia,Southeast,0.5,warm,severe weather,thunderstorm,,624.0,88110.0,7475575,2004-07-07 13:30:00,2004-07-07 23:54:00,0 to 0.5
1317,2015,7.0,Virginia,Southeast,1.2,warm,severe weather,,,2435.0,52739.0,8382993,2015-07-13 19:40:00,2015-07-15 12:15:00,>1.0
1318,2003,11.0,Virginia,Southeast,0.3,normal,severe weather,heavy wind,,131.0,67000.0,7366977,2003-11-13 13:40:00,2003-11-13 15:51:00,0 to 0.5
1319,2000,,Virginia,Southeast,,,equipment failure,relaying malfunction,,,37000.0,7105817,,,
1320,2011,12.0,Virginia,Southeast,-0.9,cold,severe weather,,,208.0,60000.0,8110783,2011-12-07 19:29:00,2011-12-07 22:57:00,-1.0 to -0.5
1321,2013,1.0,Virginia,Southeast,-0.4,normal,severe weather,wind storm,,103.0,119000.0,8267875,2013-01-31 03:05:00,2013-01-31 04:48:00,-0.5 to 0
1322,2011,1.0,Virginia,Southeast,-1.3,cold,severe weather,winter storm,,1355.0,150084.0,8110783,2011-01-26 19:43:00,2011-01-27 18:18:00,<-1.0
1323,2012,10.0,Virginia,Southeast,0.3,normal,severe weather,hurricanes,Sandy,1523.0,156000.0,8193374,2012-10-29 18:12:00,2012-10-30 19:35:00,0 to 0.5
1324,2011,6.0,Virginia,Southeast,-0.3,normal,severe weather,thunderstorm,,90.0,56000.0,8110783,2011-06-12 19:00:00,2011-06-12 20:30:00,-0.5 to 0
1325,2011,5.0,Virginia,Southeast,-0.4,normal,severe weather,,,1205.0,175000.0,8110783,2011-05-24 16:35:00,2011-05-25 12:40:00,-0.5 to 0
1326,2007,7.0,Virginia,Southeast,-0.4,normal,severe weather,storm,,385.0,107000.0,7751000,2007-07-19 15:50:00,2007-07-19 22:15:00,-0.5 to 0
1327,2010,7.0,Virginia,Southeast,-0.9,cold,severe weather,thunderstorm,,144.0,55000.0,8025787,2010-07-29 17:43:00,2010-07-29 20:07:00,-1.0 to -0.5
1328,2010,7.0,Virginia,Southeast,-0.9,cold,severe weather,,,235.0,81000.0,8025787,2010-07-25 16:11:00,2010-07-25 20:06:00,-1.0 to -0.5
1329,2001,8.0,Virginia,Southeast,-0.1,normal,system operability disruption,,,241.0,600000.0,7198362,2001-08-09 15:11:00,2001-08-09 19:12:00,-0.5 to 0
1330,2012,6.0,Virginia,Southeast,-0.1,normal,severe weather,thunderstorm,,6787.0,880000.0,8193374,2012-06-29 22:29:00,2012-07-04 15:36:00,-0.5 to 0
1331,2009,3.0,Virginia,Southeast,-0.4,normal,public appeal,,,1337.0,,7925937,2009-03-03 22:00:00,2009-03-04 20:17:00,-0.5 to 0
1332,2012,9.0,Virginia,Southeast,0.3,normal,severe weather,thunderstorm,,1673.0,119000.0,8193374,2012-09-08 15:53:00,2012-09-09 19:46:00,0 to 0.5
1333,2010,8.0,Virginia,Southeast,-1.2,cold,severe weather,thunderstorm,,3366.0,145157.0,8025787,2010-08-05 15:54:00,2010-08-08 00:00:00,<-1.0
1334,2009,3.0,Virginia,Southeast,-0.4,normal,severe weather,winter storm,,2640.0,217000.0,7925937,2009-03-01 22:00:00,2009-03-03 18:00:00,-0.5 to 0
1335,2008,6.0,Virginia,Southeast,-0.5,cold,severe weather,thunderstorm,,1826.0,253800.0,7833496,2008-06-04 15:04:00,2008-06-05 21:30:00,-1.0 to -0.5
1336,2008,2.0,Virginia,Southeast,-1.3,cold,severe weather,heavy wind,,570.0,114618.0,7833496,2008-02-10 14:06:00,2008-02-10 23:36:00,<-1.0
1337,2013,3.0,Virginia,Southeast,-0.3,normal,severe weather,winter storm,,1565.0,233000.0,8267875,2013-03-06 08:22:00,2013-03-07 10:27:00,-0.5 to 0
1338,2002,12.0,Virginia,Southeast,1.1,warm,severe weather,winter storm,,2691.0,130000.0,7286873,2002-12-11 13:09:00,2002-12-13 10:00:00,>1.0
1339,2006,7.0,Virginia,Southeast,0.1,normal,severe weather,thunderstorm,,1072.0,75000.0,7673725,2006-07-02 18:39:00,2006-07-03 12:31:00,0 to 0.5
1340,2003,7.0,Virginia,Southeast,0.1,normal,severe weather,thunderstorm,,115.0,80000.0,7366977,2003-07-09 17:14:00,2003-07-09 19:09:00,0 to 0.5
1341,2007,8.0,Virginia,Southeast,-0.6,cold,severe weather,thunderstorm,,816.0,58500.0,7751000,2007-08-19 23:34:00,2007-08-20 13:10:00,-1.0 to -0.5
1342,2006,7.0,Virginia,Southeast,0.1,normal,severe weather,thunderstorm,,168.0,67000.0,7673725,2006-07-04 17:30:00,2006-07-04 20:18:00,0 to 0.5
1343,2010,9.0,Virginia,Southeast,-1.4,cold,public appeal,,,30.0,,8025787,2010-09-20 17:00:00,2010-09-20 17:30:00,<-1.0
1344,2011,2.0,Virginia,Southeast,-1.0,cold,severe weather,,,160.0,50000.0,8110783,2011-02-25 15:20:00,2011-02-25 18:00:00,<-1.0
1345,2006,2.0,Virginia,Southeast,-0.6,cold,severe weather,winter storm,,485.0,126000.0,7673725,2006-02-12 05:55:00,2006-02-12 14:00:00,-1.0 to -0.5
1346,2013,6.0,Virginia,Southeast,-0.2,normal,severe weather,thunderstorm,,1508.0,283000.0,8267875,2013-06-13 16:08:00,2013-06-14 17:16:00,-0.5 to 0
1347,2012,6.0,Virginia,Southeast,-0.1,normal,severe weather,wind/rain,,1301.0,190000.0,8193374,2012-06-25 16:04:00,2012-06-26 13:45:00,-0.5 to 0
1348,2010,8.0,Nebraska,West North Central,-1.2,cold,public appeal,,,159.0,,1830025,2010-08-12 08:21:00,2010-08-12 11:00:00,<-1.0
1349,2008,6.0,Nebraska,West North Central,-0.5,cold,severe weather,heavy wind,,60.0,126000.0,1796378,2008-06-27 16:30:00,2008-06-27 17:30:00,-1.0 to -0.5
1350,2004,6.0,Nebraska,West North Central,0.3,normal,severe weather,tornadoes,,4.0,120212.0,1749370,2004-06-12 17:37:00,2004-06-12 17:41:00,0 to 0.5
1351,2006,12.0,Nebraska,West North Central,0.9,warm,severe weather,,,9600.0,15000.0,1772693,2006-12-30 22:25:00,2007-01-06 14:25:00,0.5 to 1.0
1352,2009,10.0,Wyoming,West North Central,0.9,warm,severe weather,winter storm,,106.0,35500.0,559851,2009-10-13 12:48:00,2009-10-13 14:34:00,0.5 to 1.0
1353,2011,11.0,Wyoming,West North Central,-1.0,cold,intentional attack,vandalism,,,0.0,567768,2011-11-04 10:46:00,2011-11-04 10:46:00,<-1.0
1354,2011,5.0,Wyoming,West North Central,-0.4,normal,intentional attack,vandalism,,,0.0,567768,2011-05-11 13:35:00,2011-05-11 13:35:00,-0.5 to 0
1355,2013,8.0,Wyoming,West North Central,-0.3,normal,intentional attack,vandalism,,1.0,,583131,2013-08-28 09:30:00,2013-08-28 09:31:00,-0.5 to 0
1356,2013,6.0,Wyoming,West North Central,-0.2,normal,islanding,,,32.0,,583131,2013-06-18 15:51:00,2013-06-18 16:23:00,-0.5 to 0
1357,2010,11.0,Wyoming,West North Central,-1.4,cold,equipment failure,transmission,,61.0,,564516,2010-11-04 09:46:00,2010-11-04 10:47:00,<-1.0
1358,2012,6.0,New Mexico,Southwest,-0.1,normal,intentional attack,vandalism,,314.0,0.0,2084792,2012-06-13 16:55:00,2012-06-13 22:09:00,-0.5 to 0
1359,2013,2.0,New Mexico,Southwest,-0.4,normal,intentional attack,vandalism,,30.0,,2086890,2013-02-21 11:00:00,2013-02-21 11:30:00,-0.5 to 0
1360,2000,3.0,New Mexico,Southwest,-1.1,cold,system operability disruption,transmission interruption,,,500000.0,1821204,2000-03-18 19:08:00,2000-03-18 19:08:00,<-1.0
